gridcode;year;nitrate;rainfall;oxygen;area;emission;stockage;grass;vegetableG1;vegetableG2;vegetableG3;catchcrop;norm_N;deposition
292200;2011;3.6;100.7616667;72.2;0.447767824;0.005434175;-8.45E-06;0.522040215;0.004893702;0.033347696;0.009495276;yes;0.027000517;0.005857005
292200;2012;3.6;77.71851894;73.8;0.513712186;0.004319371;0.00019618;0.526988015;0.003928023;0.027350174;0.012766256;yes;0.024455949;0.004949761
292200;2013;3;85.80382353;0;0.513373438;0.004844401;-0.000209188;0.47825387;0.00393023;0.019893438;0.012763773;yes;0.022894881;0.004670697
292400;2008;7.41;73.84125;48.2;0.593498908;0.002645922;-0.001003152;0.327118476;0;0;0;yes;0.021948738;0.005048357
292400;2009;14;142.3845556;44;0.525127204;0.002785867;-0.000536829;0.417557227;0;0;0;yes;0.024030066;0.005102814
292400;2010;12;141.1023333;49.2;0.579752164;0.002552548;-0.000628603;0.404455405;0;0;0;yes;0.024329203;0.004566976
292400;2011;7.5;62.48248366;56.2;0.527330462;0.003295843;0.000143416;0.485785908;0;0.048923742;0.00446462;yes;0.025734519;0.005267884
292400;2012;7.9;54.25791667;69.6;0.592984866;0.003148675;8.46E-05;0.450520004;0;0.035319848;0;yes;0.022277879;0.004521509
292400;2013;7;99.47691026;45.7;0.575945195;0.003231847;-0.000602613;0.413375456;0;0.045700896;0.012248404;yes;0.021237038;0.004400895
292600;2008;1.36;48.28833333;76.4;0.457950948;0.003175533;-0.000582291;0.505449904;0;0;0;yes;0.024557229;0.006669215
292600;2009;1.1;55.23066667;74.5;0.442362499;0.003077974;-0.00013985;0.56732376;0;0;0;yes;0.025617662;0.006243157
292600;2010;1.2;133.0745;71.5;0.441953937;0.003280494;-0.00052185;0.5590277;0;0;0;yes;0.024004201;0.006137309
292600;2011;1.1;69.84763492;61.6;0.412011731;0.003328238;-0.000494;0.556222223;0;0.012570604;0;yes;0.025755179;0.006779513
292600;2012;1.8;49.194;66.2;0.45044744;0.003205157;0.000312716;0.560568487;0;0.011293017;0;yes;0.023278709;0.005995514
292600;2013;0.64;78.80375974;74.2;0.446467761;0.003091032;-0.000851328;0.535390365;0;0.011569952;0;yes;0.022746162;0.005714814
292900;2008;1.5;64.16534921;72;0.340275599;0.004426716;9.35E-05;0.58640693;0;0;0;yes;0.028182232;0.009433986
292900;2009;3.3;52.4865119;37;0.330448746;0.003805099;-0.002152475;0.606586939;0;0;0;yes;0.027144887;0.008817114
292900;2010;2.1;160.7288428;56.5;0.323510267;0.004248661;-0.000215684;0.61732248;0;0;0;yes;0.027982203;0.008950621
292900;2011;2.6;34.43318038;0;0.23572441;0.004903023;-0.001449377;0.683813638;0.007172012;0.05548446;0;yes;0.029317447;0.012556986
292900;2012;2.23;76.68851894;0;0.320050147;0.004873615;-8.00E-05;0.607384323;0.00924762;0.038605152;0;yes;0.026795225;0.008911089
292900;2013;1.75;24.53058333;0;0.319303249;0.005023375;-0.000945702;0.579028403;0.011326673;0.04234609;0;yes;0.026986236;0.008526287
293500;2008;1.7;64.16534921;68.9;0.297560155;0.004697688;0.000529594;0.581803564;0;0;0;yes;0.027672317;0.011281865
293500;2009;2.7;52.4865119;42.5;0.285574746;0.003661972;-0.002664437;0.600141517;0;0;0;yes;0.026241764;0.010681476
293500;2010;2.5;160.7288428;50.5;0.278731272;0.004132097;0.000986918;0.62608484;0;0;0;yes;0.027766952;0.010884194
293500;2011;2.1;34.43318038;0;0.187698997;0.00485579;0.000862368;0.705939835;0.010458114;0.080906558;0;yes;0.029442803;0.01650018
293500;2012;2.5;47.93877976;0;0.269780651;0.004511837;-0.000131799;0.617428326;0.012738168;0.053176808;0;yes;0.02687305;0.011054667
293500;2013;1.96;24.53058333;0;0.270216348;0.00493481;-0.001113523;0.579718296;0.013268546;0.058099821;0;yes;0.027056421;0.01055196
299100;2008;1.96;97.85828273;55.5;0.426729277;0.002330903;-0.000815437;0.590927885;0;0;0;yes;0.028517254;0.009224544
299100;2009;4.6;37.047;78.5;0.429881309;0.002210464;0.000233095;0.598941826;0;0;0;yes;0.026920568;0.008285764
299100;2010;4.2;160.7513428;47;0.432999299;0.002234737;-0.000408179;0.591446574;0;0;0;yes;0.028486148;0.008020629
299100;2011;0.66;50.63882456;0;0.421815838;0.002244727;0.000249743;0.668634577;0;0.040997679;0;yes;0.027143103;0.009122573
299100;2012;1.61;76.68851894;0;0.42728623;0.00240464;-1.46E-05;0.578439777;0;0.037817732;0;yes;0.027373478;0.008714866
299100;2013;0.189;24.53058333;0;0.430300166;0.002384784;0.000203687;0.561051291;0;0.04433609;0;yes;0.026158304;0.008057742
300300;2008;1.92;91.33828273;61;0.718852482;0.004724344;0.00073508;0.381212461;0;0;0;yes;0.024283819;0.003864681
300300;2009;4.1;31.68811111;145.9;0.716244441;0.004169337;-0.000483686;0.394826269;0;0;0;yes;0.023400331;0.00349527
300300;2010;1.8;150.7895884;53.6;0.727698236;0.005481148;-0.000578795;0.382883243;0;0;0;yes;0.024665573;0.003343192
300300;2011;1.4;143.6266667;0;0.49999471;0.006867365;0.000138816;0.422302958;0;0.032796806;0;yes;0.026790471;0.005341461
300300;2012;1.66;76.68851894;0;0.725964664;0.004927474;-5.60E-05;0.36087539;0.009205703;0.035139078;0.025471353;yes;0.02298983;0.003587464
300300;2013;0.68;87.96979756;0;0.725074363;0.004878968;-0.000797873;0.349157428;0.006373988;0.033237009;0.046871271;yes;0.022777438;0.003312722
300600;2009;0.83;8.377619048;60.8;0.302110206;0.003295659;0.003402906;0.681192896;0;0;0;yes;0.022593715;0.008043545
300600;2010;1.5;160.7288428;33.9;0.307433258;0.004593366;-0.005217532;0.685726691;0;0;0;yes;0.024161861;0.007687295
300600;2011;0.72;34.43318038;0;0.271840226;0.004167557;-0.001873495;0.646740642;0;0;0;yes;0.02589703;0.008292141
300600;2012;0.95;76.68851894;0;0.314610546;0.006275737;-0.001667755;0.633320259;0;0;0;yes;0.023651801;0.006920006
300600;2013;0.177;85.80382353;0;0.313578955;0.003663258;0.002755253;0.674158071;0;0;0;yes;0.015657373;0.006616082
303100;2008;6.26;109.1409167;65.9;0.287575477;0.002280427;0.00027742;0.366323575;0;0;0;yes;0.023432404;0.008895693
303100;2009;7.1;55.1715795;76;0.291357085;0.002985334;0.000418652;0.41405936;0;0;0;yes;0.025497622;0.008003051
303100;2010;9.9;83.18991071;76.9;0.302767256;0.002312106;-0.000204946;0.45060153;0;0;0;yes;0.023842757;0.007547391
303100;2011;8.5;150.2466667;77;0.227346461;0.002910812;-0.000266518;0.427596862;0;0.00484901;0.057632247;yes;0.025950696;0.010456255
303100;2012;6.5;54.25791667;90;0.294413893;0.002458342;-0.000160769;0.389747079;0;0.003744406;0.05821074;yes;0.023433644;0.00792402
303100;2013;7;76.2819902;0;0.290088493;0.002185803;0.00043439;0.386205452;0;0.003800238;0.05753091;yes;0.022535312;0.007559807
303150;2009;0.77;8.377619048;51.5;0.564034591;0.002106042;0.000475779;0.723882651;0;0;0;yes;0.026611893;0.005982699
303150;2010;1.6;160.7288428;47.6;0.580045924;0.00215448;-0.000151853;0.677592927;0;0;0;yes;0.026000598;0.005656081
303150;2011;0.33;95.04166667;0;0.517480578;0.002008551;-0.00033306;0.659382209;0;0;0;yes;0.02852553;0.006417852
303150;2012;0.57;88.57351894;0;0.567879616;0.002037571;-0.000378465;0.691325275;0;0;0;yes;0.029423083;0.005651267
303150;2013;0.103;91.06836898;0;0.569757502;0.001855495;-3.90E-05;0.663103474;0;0;0;yes;0.028842534;0.005327834
303855;2008;5.04;91.33828273;69;0.704627912;0.003171548;-0.001385127;0.591587905;0;0;0;yes;0.029498201;0.004352221
303855;2009;7.7;0.03;86.8;0.709517313;0.003429189;-0.000129832;0.573533403;0;0;0;yes;0.029898179;0.00394256
303855;2010;7.2;27.04315126;98.8;0.714816077;0.003297285;-0.001108662;0.573833467;0;0;0;yes;0.02981088;0.003790113
303855;2011;6;29.88983333;148.6;0.676842172;0.002946813;-0.001353985;0.56684217;0;0.020158698;0.013539012;yes;0.028857379;0.00425652
303855;2012;7.1;41.57622549;0;0.713124524;0.003077387;0.000329372;0.554609641;0;0.019133495;0.00493552;yes;0.027662274;0.003922617
303855;2013;7.1;104.7233355;0;0.723074405;0.00274305;0.000302913;0.552743535;0;0.018869726;0.015971358;yes;0.019494824;0.003605723
303860;2008;2.32;91.33828273;70.9;0.716273977;0.002666854;-0.000998128;0.448760414;0;0;0;yes;0.027986924;0.004093365
303860;2009;2.8;55.5192381;64.2;0.723292107;0.002349438;0.000223866;0.448020877;0;0;0;yes;0.025236394;0.003730585
303860;2010;2.1;160.7513428;57.6;0.72080639;0.002734648;-0.001176817;0.359091744;0;0;0;yes;0.02679294;0.00369714
303860;2011;1.5;143.6266667;0;0.475923045;0.003108776;-0.00102979;0.449199598;0;0;0.005634251;yes;0.028859819;0.005730408
303860;2012;2.25;76.68851894;0;0.704186348;0.001981208;0.001417941;0.457618005;0;0;0.003807898;yes;0.025729224;0.003763857
303860;2013;2.1;85.80382353;0;0.736042959;0.001954659;-0.000967208;0.583723021;0;0;0.003643089;yes;0.02587774;0.003421057
303880;2008;1.4;64.16534921;61.9;0.617165675;0.004738882;0.000298445;0.34940228;0;0;0;yes;0.026219963;0.006392975
303880;2009;2.2;8.377619048;70.5;0.618671036;0.005673641;0.001294942;0.327737736;0;0;0;yes;0.025832696;0.005723879
303880;2010;2.6;150.7895884;55.5;0.61182596;0.005692169;-0.000209008;0.300645705;0;0;0;yes;0.024890392;0.005570819
303880;2011;1.4;143.6266667;0;0.422200671;0.003959842;0.000483215;0.328395902;0;0;0;yes;0.025674871;0.008259854
303880;2012;1.86;76.68851894;0;0.605574817;0.003657087;9.97E-06;0.264169506;0;0.002068222;0;yes;0.021657351;0.005558661
303880;2013;1.27;85.80382353;0;0.60120842;0.004009946;-0.001078545;0.350213985;0.002964238;0.004846336;0.004797849;yes;0.023276703;0.005236369
304200;2008;5.5;33.94166667;82.9;0.616194004;0.002419069;-0.000598437;0.311452192;0;0;0;yes;0.023383949;0.004739878
304200;2009;4.7;8.377619048;77.5;0.619180188;0.001633446;0.000351842;0.358466709;0;0;0;yes;0.025738121;0.004304959
304200;2010;4.2;34.86755952;0;0.628864287;0.001361571;0.000590556;0.370823111;0;0;0;yes;0.025438511;0.004194027
304200;2011;3.6;47.26566667;0;0.604832852;0.001494786;0.000142279;0.381042244;0;0;0.056333216;yes;0.026240426;0.004375105
304200;2012;3.9;41.57622549;0;0.617357946;0.001730603;7.38E-05;0.459785601;0;0;0.05790346;yes;0.023898978;0.004196412
304200;2013;3.8;25.6798141;0;0.612915104;0.001398213;0.0009326;0.403740614;0;0.00334592;0.013313114;yes;0.023597224;0.003967297
304500;2008;1.9;64.16534921;74.7;0.621359971;0.00264803;-0.000674319;0.508734637;0;0;0;yes;0.026636882;0.005161677
304500;2009;2.3;8.377619048;73.1;0.601816132;0.002766921;-0.000222412;0.556440897;0;0;0;yes;0.028076946;0.004826656
304500;2010;2;150.7895884;66;0.59629502;0.002603039;0.000184004;0.589256165;0;0;0;yes;0.025901153;0.004773432
304500;2011;1.9;143.6266667;0;0.568511584;0.002737343;0.000685629;0.589212211;0;0;0;yes;0.029643917;0.005152989
304500;2012;2.06;76.68851894;0;0.576193287;0.002706789;-0.001537723;0.540805425;0;0.030817213;0;yes;0.026269792;0.004968993
304500;2013;1.63;87.96979756;0;0.57718362;0.002705565;6.39E-05;0.489307292;0;0;0;yes;0.025829802;0.004652899
305800;2008;2.3;69.9657512;44.5;0.544897786;0.001588474;-7.67E-05;0.253256808;0;0;0;yes;0.024133697;0.010704048
305800;2009;5.7;77.18461111;66.6;0.539913534;0.001711483;0.000107135;0.236896422;0;0;0;yes;0.022796199;0.009762257
305800;2010;6.5;41.93644841;0;0.548132751;0.001173978;0.001184034;0.267978403;0;0;0;yes;0.013085359;0.00884712
305800;2011;5.8;129.2177778;0;0.530675743;0.002373086;0.000929603;0.301045115;0;0;0;yes;0.025492814;0.010502995
305800;2012;4.5;48.20195133;0;0.540430409;0.001382749;-0.00086184;0.205994844;0;0;0;yes;0.024373186;0.009855306
305800;2013;5.1;87.3779902;0;0.55398899;0.001694876;1.08E-05;0.228628776;0;0;0;yes;0.025214765;0.008895734
306300;2008;0.83;81.65083333;54.9;0.740064674;0.006081599;-0.000945767;0.300907816;0;0;0;yes;0.024195638;0.004653768
306300;2009;1.5;8.377619048;56.7;0.739538635;0.006431327;0.00019155;0.316393374;0;0;0;yes;0.023367243;0.004228084
306300;2010;1.6;150.7895884;55.3;0.742563679;0.006515384;-0.00018016;0.300826666;0;0;0;yes;0.022422145;0.004056012
306300;2011;1.1;143.6266667;0;0.527586798;0.0064921;-0.000689805;0.35704602;0;0.01843118;0.015317254;yes;0.025659624;0.006310063
306300;2012;1.14;76.68851894;0;0.730890294;0.005493089;-0.001474098;0.282557465;0;0;0.000809808;yes;0.021292964;0.004422803
306300;2013;0.78;87.96979756;0;0.729548819;0.004341888;-0.00069263;0.273079242;0.000983843;0;0.038140241;yes;0.021508281;0.004105265
306400;2008;2.36;71.3;50.4;0.651796923;0.005197059;-0.000520658;0.264240137;0;0;0;yes;0.023585108;0.007030566
306400;2009;2.5;8.377619048;66;0.658952603;0.004587967;0.000556684;0.233539894;0;0;0;yes;0.02589025;0.006276244
306400;2010;1.9;150.7895884;56.4;0.662572265;0.002745743;-0.000510543;0.263061665;0;0;0;yes;0.022044404;0.006183388
306400;2011;2;143.6266667;0;0.583092022;0.006620317;-0.000854054;0.232894216;0;0.003796557;0.034012867;yes;0.024364976;0.007842329
306400;2012;2.34;76.68851894;0;0.612451285;0.005380283;-0.002677818;0.258178409;0;0.003614557;0;yes;0.024020791;0.007234327
306400;2013;2.4;85.80382353;0;0.596030657;0.00719105;-0.00209749;0.342750909;0;0.012510328;0;yes;0.025263346;0.006934747
307100;2008;1.7;64.16534921;76.4;0.693170456;0.004430119;-0.000812585;0.262831001;0;0;0;yes;0.023621847;0.003596941
307100;2009;3;8.377619048;71.9;0.699340162;0.007637172;-0.001185473;0.273852982;0;0;0;yes;0.021228059;0.003224058
307100;2010;1.5;150.7895884;70.8;0.702499219;0.006982963;-0.003252139;0.324507553;0;0;0;yes;0.026358695;0.003107309
307100;2011;2.2;143.6266667;0;0.598586288;0.007280234;-0.003535086;0.37733732;0;0.012344701;0.04857882;yes;0.026872003;0.003973731
307100;2012;1.97;76.68851894;0;0.699310127;0.004399272;-0.00122354;0.298413254;0;0.011637563;0;yes;0.022220441;0.003321777
307100;2013;1.22;104.7233355;0;0.700221567;0.006230411;-0.000946612;0.292225847;0;0.009089271;0;yes;0.022957102;0.003071987
307400;2008;2.25;71.3;72.4;0.682869984;0.001715076;-0.00038926;0.354916038;0;0;0;yes;0.024869442;0.005786074
307400;2009;2.8;8.377619048;74.6;0.658902899;0.002775302;-0.000417509;0.367064849;0;0;0;yes;0.026317577;0.005450772
307400;2010;2.4;81.87366106;66.9;0.662455203;0.002140898;-0.000962975;0.352611008;0;0;0;yes;0.023523377;0.005377
307400;2011;2.2;143.6266667;0;0.561577254;0.002128196;-0.00051861;0.348063168;0;0.006387501;0;yes;0.026514222;0.006481467
307400;2012;2.2;76.68851894;0;0.660767543;0.001770732;-8.07E-06;0.303468902;0;0.021154657;0;yes;0.021152349;0.005394659
307400;2013;1.42;87.96979756;0;0.657570694;0.001854162;0.00020824;0.286642933;0;0.005186072;0;yes;0.021049947;0.005097891
307600;2008;0.75;81.65083333;70.4;0.63006886;0.003524482;0.000358562;0.641557112;0;0;0;yes;0.029928387;0.005658819
307600;2009;1.5;8.377619048;73;0.639253153;0.00357146;-0.000467533;0.728712279;0;0;0;yes;0.030088672;0.005127013
307600;2010;1.7;150.7895884;54.8;0.637733918;0.003776792;-0.000137428;0.687494459;0;0;0;yes;0.029227783;0.005119006
307600;2011;1.3;143.6266667;0;0.609271866;0.003259964;-0.000117445;0.721541227;0;0.033151828;0;yes;0.030821592;0.005539802
307600;2012;2.04;76.68851894;0;0.63423398;0.002951217;0.000270646;0.61893308;0;0.035293613;0;yes;0.029734179;0.005157421
307600;2013;0.59;87.96979756;0;0.628814752;0.003499709;-0.00042536;0.54001952;0;0.118414255;0;yes;0.028464211;0.004926737
308300;2008;2.2;69.9657512;79.2;0.400283964;0.000522386;-1.69E-05;0.267376405;0;0;0;yes;0.023618447;0.007413039
308300;2009;2;77.18461111;76.4;0.39992188;0.000193017;-0.000380441;0.326098982;0;0;0;yes;0.022828895;0.006665559
308300;2010;2.2;135.0473077;71;0.406591809;0.00019046;0.000257233;0.286636368;0;0;0;yes;0.02034221;0.006491678
308300;2011;2.1;129.2177778;0;0.137134904;0.000477256;7.47E-05;0.154152983;2.71E-05;0;0;no;0.02005059;0.019413497
308300;2012;1.85;71.54185227;0;0.402051899;0.000369314;0.000847934;0.373359813;0;0.103989474;0.016978495;yes;0.018750215;0.006369422
308300;2013;1.44;76.29396422;0;0.400019997;0.000420671;9.39E-05;0.346876303;0;0;0.06154946;yes;0.02005679;0.006228361
314800;2008;2.3;91.34083333;30.2;0.563256654;0.001580237;-0.001445238;0.373332276;0;0;0;yes;0.026241834;0.006487513
314800;2009;0.9;57.35341667;44.1;0.558693363;0.00155772;-0.000842817;0.366459536;0;0;0;yes;0.028055743;0.005895982
314800;2011;0.53;45.659;0;0.558099448;0.001487652;-0.000310302;0.407820403;0;0.084004084;0;yes;0.026480762;0.005786772
314800;2012;0.5;101.4270606;0;0.557431678;0.001627465;0.000399879;0.430982816;0;0.041992937;0;yes;0.026046938;0.005695676
314800;2013;0.64;110.9160455;0;0.53333734;0.001422648;-0.003076126;0.452267331;0;0.016279378;0.026873824;yes;0.026207573;0.005591762
315300;2008;5.9;60.43552381;88.2;0.702455308;0.002527927;0.000103947;0.750063977;0;0;0;yes;0.03145092;0.005222116
315300;2009;11;74.39217836;55.7;0.77257816;0.001943421;0.000194089;0.68266484;0;0;0;yes;0.030399802;0.004298741
315300;2010;8.7;64.81277778;48.4;0.782980453;0.002051665;0.000124879;0.682185531;0;0;0;yes;0.030844713;0.004275208
315300;2011;4.1;94.67941176;64.2;0.703275965;0.002269948;-0.001169735;0.675423703;0.013764451;0.093471092;0.011934083;yes;0.029779231;0.004675069
315300;2012;4.4;59.7471131;66.7;0.783209615;0.001995955;0.000224124;0.678635826;0.009723963;0.10184192;0.007514774;yes;0.029723676;0.004114016
315300;2013;3.6;42.65875541;38.4;0.793679945;0.002228056;-7.38E-05;0.710356771;0.008156861;0.095723808;0.013853957;yes;0.030135931;0.003822999
315400;2008;1.4;72.01534921;52.6;0.35457466;0.003052549;-0.000110771;0.536677113;0;0;0;yes;0.029822439;0.00458088
315400;2009;0.96;8.377619048;62;0.368880642;0.003607821;-0.001006009;0.560247858;0;0;0;yes;0.029451398;0.003975907
315400;2010;0.21;39.30688725;0;0.370790346;0.003523879;-8.59E-05;0.566407979;0;0;0;yes;0.029310652;0.003970392
315400;2011;0.75;95.04166667;0;0.356641754;0.003896226;-0.001621834;0.528773248;0;0.00112496;0;yes;0.027467515;0.004094047
315400;2012;0.57;88.57351894;0;0.378399835;0.00381536;-4.35E-05;0.523797517;0;0.001073781;0;yes;0.027052553;0.003772392
315400;2013;0.7;91.06836898;0;0.374482594;0.003768235;0.000859314;0.49398779;0;0.019113167;0;yes;0.027049855;0.003616641
315700;2008;0.97;72.79083333;61.7;0.392926132;0.001899819;4.47E-05;0.657446998;0;0;0;yes;0.030996254;0.006915405
315700;2009;1.2;8.377619048;58.8;0.391580977;0.002030789;0.000126545;0.713900127;0;0;0;yes;0.03147703;0.006280344
315700;2010;0.12;39.30688725;0;0.379010297;0.002187096;2.68E-05;0.656298662;0;0;0;yes;0.030812668;0.006442104
315700;2011;0.64;95.04166667;0;0.374999476;0.002091479;-0.000445931;0.589503318;0.012265149;0;0;yes;0.029231046;0.006477686
315700;2012;0.49;88.57351894;0;0.41627158;0.002117798;7.73E-05;0.641218336;0.023442664;0;0;yes;0.028617609;0.005660644
315700;2013;0.52;91.06836898;0;0.416265032;0.002305469;-0.000145632;0.573436771;0.014776034;0.001964704;0;yes;0.027357379;0.005381758
319120;2008;2.8;33.94166667;57.4;0.939982399;0.002121135;0.000336377;0.502774836;0;0;0;yes;0.029874073;0.003104646
319120;2009;0.56;8.377619048;33.6;0.94143113;0.00191893;0.000756917;0.361661337;0;0;0;yes;0.028438897;0.002837497
319130;2011;0.74;30.13873593;0;0.473028239;0.002174519;0.000451866;0.518253225;0;0.006783362;0;yes;0.027790061;0.003331154
319170;2009;0.77;8.377619048;47.7;0.785288282;0.004730154;-0.001358894;0.50780553;0;0;0;yes;0.028116006;0.00294066
319170;2011;0.31;91.68166667;0;0.728825179;0.003182821;0.000818181;0.498548217;0;0;0.012138564;yes;0.027307651;0.003062561
319170;2012;0.12;50.39145739;0;0.800548881;0.002815309;-0.000799975;0.459340727;0;0.002274681;0;yes;0.026178689;0.002720472
319170;2013;0.172;92.71097403;0;0.792755157;0.003044678;-0.00043623;0.448263598;0;0.002297044;0;yes;0.025455536;0.002584581
319300;2009;0.6;8.377619048;58.4;0.570421432;0.001880119;-8.92E-05;0.489288388;0;0;0;yes;0.027232088;0.00412945
319300;2010;0.54;133.8583918;40.6;0.563293353;0.00194432;0.000607966;0.494100592;0;0;0;yes;0.026998085;0.004193225
319300;2011;0.12;30.13873593;0;0.539512978;0.002104899;0.000801453;0.583377002;0;0.013521268;0;yes;0.028011645;0.004261785
319300;2012;0.35;76.68851894;0;0.578069085;0.002042236;-1.20E-05;0.533851857;0;0.02315504;0;yes;0.028723401;0.00389147
319410;2009;1.4;8.377619048;47.8;0.618692362;0.002958625;0.000119264;0.537033881;0;0;0;yes;0.026614953;0.00532469
319410;2010;1;133.8583918;7.1;0.621689924;0.0028901;5.58E-05;0.609980526;0;0;0;yes;0.028235146;0.005242958
319410;2011;0.63;91.68166667;0;0.537139531;0.00300077;3.43E-05;0.624979718;0;0.001857838;0;yes;0.029589248;0.00600264
319410;2012;1;39.91622549;0;0.621190885;0.002767778;-0.000430901;0.587513934;0;0.010375736;0;yes;0.028036211;0.005060157
319410;2013;0.43;92.71097403;0;0.618769498;0.002647396;-0.000524346;0.494713376;0;0.010475591;0.008391771;yes;0.026147363;0.004776437
319650;2008;0.88;72.79083333;44.1;0.784588407;0.00249474;9.35E-05;0.389671061;0;0;0;yes;0.025331994;0.003311902
319650;2009;3;8.377619048;60.3;0.773588259;0.002427175;0.000676841;0.434236555;0;0;0;yes;0.024037394;0.003049841
319650;2010;12;32.46755952;0;0.770229907;0.00202198;0.000548445;0.40670952;0;0;0;yes;0.021341399;0.00307546
319650;2011;1.2;91.68166667;62.6;0.753636602;0.001835143;0.000117126;0.53334215;0;0;0;yes;0.027540396;0.0030991
319650;2012;1.36;71.31116667;51.3;0.781341675;0.002235556;-0.000292192;0.462965031;0;0;0;yes;0.026658707;0.002918762
319650;2013;0.49;92.71097403;0;0.765372568;0.00182471;-0.000338786;0.442543535;0;0;0;yes;0.02455958;0.002818464
320850;2008;0.46;72.79083333;44.4;0.621929592;0.001890791;0.000262774;0.49685788;0;0;0;yes;0.029079736;0.004984582
320850;2009;1.4;8.377619048;47.3;0.625497665;0.002301038;5.97E-05;0.47736999;0;0;0;yes;0.027959128;0.004495679
320850;2010;1.1;133.8583918;46;0.630216108;0.002636768;-0.000100211;0.399052113;0;0;0;yes;0.027148066;0.004436743
320850;2011;0.74;91.68166667;0;0.569691024;0.001616444;0.000532801;0.413227238;0.068971051;0.073028089;0.037404111;yes;0.027215002;0.004880147
320850;2012;0.88;76.68851894;0;0.59785605;0.002465716;-0.000151871;0.368799254;0.031789551;0.109408647;0;yes;0.023062042;0.004535133
320850;2013;0.6;92.71097403;0;0.62044587;0.002304543;0.000230229;0.434148917;0.035013164;0.057429783;0.065773286;yes;0.027072149;0.004139959
321300;2008;1.04;55.05333333;81.5;0.28277743;0.002634983;0.001707656;0.59311892;0;0;0;yes;0.030199258;0.008315512
321300;2009;1.7;8.377619048;66.6;0.273155183;0.002567089;0.000247745;0.59922899;0;0;0;yes;0.030063195;0.007826773
321300;2010;0.25;32.46755952;0;0.285084601;0.00263563;-0.000920103;0.564653965;0;0;0;yes;0.028383626;0.007533794
321300;2011;0.64;91.68166667;0;0.272518293;0.002096819;0.000459087;0.664719178;0;0.005498767;0;yes;0.026744711;0.007650885
321300;2012;1.06;76.68851894;0;0.30326433;0.002610582;-0.00050055;0.639060519;0;0.004941282;0;yes;0.028461051;0.006756515
321300;2013;0.45;21.0638141;0;0.306056353;0.002231817;0.000672906;0.590223946;0;0.004896359;0;yes;0.026132841;0.006357119
324460;2009;1.1;8.377619048;42.2;0.332214907;0.002031003;0.000764144;0.60140748;0;0;0;yes;0.027444332;0.006892437
324460;2011;0.26;91.68166667;0;0.339738765;0.001265504;0.000532825;0.609906803;0.002232567;0.015147553;0;yes;0.023435891;0.006613214
324460;2012;0.95;76.68851894;0;0.346798629;0.001882467;-7.80E-05;0.619379161;0.006436765;0.011319081;0;yes;0.02221628;0.006334394
324470;2008;0.51;72.79083333;40.7;0.399909523;0.001419365;9.41E-05;0.328625177;0;0;0;yes;0.016788229;0.005903765
324470;2009;0.81;8.377619048;48.1;0.251277014;0.002516874;-0.000802272;0.593986648;0;0;0;yes;0.027203432;0.008637608
324470;2011;0.24;91.68166667;0;0.258338444;0.004595259;0.000201814;0.61294892;0;0.018317905;0.035903729;yes;0.028112612;0.007929611
324470;2012;0.156;76.68851894;0;0.260012037;0.002780092;0.001503996;0.626477608;0.006935837;0.009709384;0.00939154;yes;0.028882966;0.007765698
324495;2008;0.66;72.79083333;40.7;0.576090802;0.002092821;3.91E-05;0.717751081;0;0;0;yes;0.030869157;0.00464194
324495;2009;2.4;8.377619048;33.9;0.583603713;0.002027218;-8.75E-05;0.681349292;0;0;0;yes;0.029954101;0.004215831
324495;2011;1.4;91.68166667;0;0.582645427;0.001577458;0.001278017;0.744584914;0;0;0.013235156;yes;0.030663957;0.004160305
324495;2012;2.37;76.68851894;0;0.580433877;0.001904551;-0.000636668;0.72927685;0;0;0.011783749;yes;0.030028775;0.004083228
324495;2013;0.68;92.71097403;0;0.587472391;0.001824011;-0.000315897;0.640512391;0;0;0.012845755;yes;0.029603749;0.003807536
324920;2008;0.79;65.51880392;45.8;0.484412355;0.003301798;-0.001282958;0.630822429;0;0;0;yes;0.029378219;0.005164488
324920;2009;1.4;62.26683333;47.7;0.506450987;0.003293068;-0.000714926;0.62616953;0;0;0;yes;0.030001742;0.004562582
324920;2010;0.62;119.1611111;18.1;0.507788374;0.003209077;-0.001365153;0.650451199;0;0;0;yes;0.029544311;0.004582052
324920;2011;0.83;86.64441176;0;0.507458342;0.002921851;0.002928716;0.612171208;0;0;0;yes;0.029184561;0.00447393
324920;2012;0.6;56.77051894;0;0.513929576;0.001876103;8.81E-05;0.580799346;0;0;0;yes;0.023899145;0.004350464
324920;2013;0.148;69.16365079;0;0.524664037;0.003257374;0.000232111;0.589456303;0;0;0;yes;0.028531934;0.004051349
324930;2008;0.342;55.05333333;49.5;0.266827953;0.001757038;0.000189317;0.752721101;0;0;0;yes;0.031361076;0.009473079
324930;2009;1.9;98.32431746;35.4;0.268066575;0.00166776;-0.000121681;0.667034136;0;0;0;yes;0.027205393;0.008610243
324930;2010;0.47;133.8583918;41.1;0.28476089;0.001840232;0.000211077;0.591114091;0;0;0;yes;0.03021447;0.008024299
324930;2011;0.22;91.68166667;0;0.303486619;0.001693736;4.90E-06;0.641933187;0;0;0;yes;0.029685946;0.00748349
324930;2012;0.88;76.68851894;0;0.298448734;0.001387887;-0.000701636;0.64058402;0;0;0;yes;0.027018483;0.007436863
