PointId;year;nitrate;oxygen;pigsmanure;totalnitrogen;grass;vegetables;catchcrop;follow crop;norm
17000;2012;8.534637993;83.3549644;0.006812225;0.020653403;0.281179097;0;no;0.624273013;0.023923913
17000;2014;6.024017098;0;0.005177733;0.021485459;0.264295802;0.00175465;no;0.667074005;0.023685761
17500;2007;15.54232584;91.13454698;0.00612402;0.022476775;0.302374623;0;no;1;0.024912829
17500;2008;15.33533783;118.7791621;0.006410535;0.020041339;0.297820979;0;no;0.735149106;0.024617978
17500;2009;13.05953222;90.12512345;0.006865927;0.020740403;0.311301741;0;no;0.827891772;0.025206438
17500;2010;12.48102968;97.47089845;0.006824036;0.020942692;0.281764191;0;no;0.885896549;0.025637759
17500;2011;13.21527604;107.5242914;0.007371768;0.019503955;0.291156591;0;no;0.769816184;0.023805517
17500;2012;11.13040162;89.78523969;0.007143063;0.020583342;0.271071932;0;no;0.646662855;0.023811324
17500;2013;8.889392528;77.18955845;0.007174924;0.020076005;0.273574784;0;no;0.68786074;0.024390725
17500;2014;7.632734813;0;0.005505415;0.021319912;0.26385902;0.002123934;no;0.659478183;0.023468554
19000;2007;14.67784056;64.31562863;0.011308459;0.020234641;0.430615081;0;no;1;0.02625417
19000;2008;13.04538112;84.66186117;0.010898953;0.020202949;0.408648011;0;no;0.663261795;0.02669599
19000;2009;11.41006017;74.69609157;0.01286176;0.019496169;0.418242665;0;no;0.761301469;0.025110492
19000;2010;9.091962867;74.74128298;0.01435002;0.020630294;0.434371528;0;no;0.832489833;0.025273471
19000;2011;10.21666906;60.09014563;0.013099834;0.018220827;0.409159785;0.010937841;no;0.696179057;0.022981181
19000;2012;9.962964299;95.59060341;0.014434606;0.019374551;0.41089196;0.011687182;no;0.731332838;0.023508964
19000;2013;6.363456877;70.81038185;0.014857562;0.019101757;0.411717214;0.011749492;no;0.681093922;0.02402673
19000;2014;6.751287725;0;0.011821537;0.018602837;0.413181054;0.011506151;no;0.672997014;0.023429307
21000;2007;11.10893858;75.20751419;0.007886633;0.01973103;0.214147536;0;no;1;0.024537227
21000;2008;12.15670624;72.05611333;0.007238206;0.018960443;0.186647961;0;no;0.981293298;0.023806231
21000;2009;14.05933143;76.43366692;0.006584387;0.019734844;0.214999403;0;no;0.927749219;0.024202738
21000;2010;11.30348086;53.38376605;0.006426538;0.021590985;0.186872968;0;no;0.953519189;0.023940657
21000;2011;9.733770507;90.51287747;0.008929658;0.019502264;0.195643048;0.003815267;no;0.726181536;0.022109423
21000;2012;10.32402509;68.2283397;0.009494744;0.019521491;0.199334286;0.002371733;no;0.672116008;0.024321726
21000;2013;6.787039061;93.20866977;0.005449338;0.018599178;0.183034089;0.000916735;no;0.686527757;0.023493879
21000;2014;6.7985946;88.3817298;0.005711772;0.019415571;0.191113594;0.001170629;no;0.717349082;0.023557095
21600;2007;9.431766584;91.49897698;0.003331839;0.014124221;0.12372993;0;no;1;0.020539752
21600;2008;16.00481896;67.43363723;0.003249348;0.017677036;0.145302927;0;no;0.982832782;0.021998607
21600;2009;11.81324216;73.94214536;0.003746507;0.019124837;0.191325743;0;no;0.79584839;0.023989856
21600;2010;9.530803797;88.07777302;0.004655105;0.020410162;0.141844062;0;no;0.837094005;0.022434414
21600;2011;8.407358563;88.1134852;0.004120034;0.017909213;0.184780476;0.021629571;no;0.666286923;0.024502109
21600;2012;7.028890903;70.83804113;0.002060469;0.017275392;0.178211304;0;no;0.609714381;0.023979899
21600;2013;5.08237623;58.8892724;0.000659556;0.016058093;0.131155452;0.004416959;no;0.796020463;0.021210439
21600;2014;2.553326435;0;0.00062513;0.018492502;0.162640164;0;no;0.804577656;0.024475861
21900;2007;1.733806912;0;0.005031374;0.022584953;0.528458556;0;no;1;0.027892686
21900;2008;1.488726885;0;0.004743748;0.021421745;0.50185455;0;no;0.907030908;0.026724954
21900;2009;3.884168645;0;0.013159985;0.021341957;0.433038506;0;no;0.948043562;0.026884852
21900;2010;1.372591047;0;0.012322206;0.023152967;0.441926193;0;no;0.926527934;0.026906014
21900;2011;3.984385106;0;0.013764156;0.020080002;0.441810327;0;no;0.817919724;0.024791995
21900;2012;2.23870932;0;0.014264324;0.021857175;0.449099694;0;no;0.898292058;0.02545195
21900;2014;0.90519069;0;0.012096673;0.021378988;0.506003362;0;no;0.811430073;0.026182008
22400;2007;14.8417602;53.64236185;0.010745509;0.018729718;0.159717469;0;no;1;0.026373966
22400;2008;8.97735605;69.38968147;0.010729399;0.019016433;0.140124413;0;no;1;0.024752738
22400;2009;12.83848158;60.47879752;0.008585598;0.020464848;0.206085913;0;no;1;0.025095563
22400;2010;8.605919392;33.4674643;0.00771072;0.018430156;0.202089506;0;no;0.931907076;0.023901759
22400;2011;9.50060262;99.122954;0.005564643;0.019178659;0.138932612;0;no;0.651861136;0.021956261
22400;2012;8.131547108;52.48544042;0.006195632;0.020328205;0.121477576;0;no;0.528643477;0.023979005
22400;2013;13.3737938;50.31093859;0.005621958;0.01941516;0.124005892;0;no;0.564624488;0.025489403
22400;2014;4.883992959;53.40540127;0.005265773;0.025834647;0.115933985;0;no;0.686756457;0.025347496
23050;2007;2.229898516;30.99558937;0.009285057;0.0209949;0.41279878;0;no;1;0.026897399
23050;2008;1.54596637;0;0.009286608;0.021942008;0.423390282;0;no;0.759521723;0.026387117
23050;2009;0.509062684;0;0.009300375;0.022002408;0.402543419;0;no;0.765192245;0.025883076
23050;2011;4.161103535;0;0.009857099;0.021303572;0.399598789;0;no;0.833937393;0.024294442
23050;2012;1.470130298;0;0.008682725;0.021768156;0.426470402;0;no;0.830377527;0.024582982
23050;2013;2.181041388;0;0.006217862;0.018065116;0.416471754;0;no;0.842544429;0.022805933
23050;2014;1.599327829;0;0.004916858;0.022541426;0.418114554;0;no;0.860366725;0.023695931
23070;2007;3.155991019;0;0.004987689;0.019134918;0.622838051;0;no;1;0.028016975
23070;2008;1.551184839;0;0.004976419;0.01658263;0.622423547;0;no;0.797419163;0.027678558
23070;2009;0.58121649;0;0.005031217;0.018823841;0.582609082;0;no;0.88405616;0.027603735
23070;2011;4.113133492;0;0.00502369;0.017347675;0.593201505;0;no;0.884454593;0.026434596
23070;2012;2.275548907;50.44735408;0.00398844;0.017461835;0.636139175;0;no;0.856580381;0.026719224
23070;2013;3.483033181;35.070541;0.003371059;0.016887921;0.599491894;0;no;0.910193173;0.026479812
23070;2014;1.453065556;0;0.002916806;0.016181048;0.574416591;0;no;0.791972812;0.024571438
24050;2007;13.93503344;0;0.018582539;0.020947852;0.398494433;0;no;1;0.027568882
24050;2008;10.81873544;75.45014195;0.012050908;0.020341529;0.381434121;0;no;0.632482064;0.025416081
24050;2009;12.32401974;87.82634761;0.013254492;0.02116136;0.371153659;0;no;0.695865834;0.026449513
24050;2010;9.224324548;87.41821418;0.011804532;0.021747587;0.385661369;0;no;0.787885176;0.026226868
24050;2011;8.548106471;0;0.013096822;0.021272462;0.374612474;0;no;0.579039891;0.024598229
24050;2012;8.650972289;0;0.012816943;0.022368534;0.359832337;0.000329593;no;0.665449258;0.02486229
24050;2013;10.44746754;128.9972034;0.013560321;0.021586419;0.354698184;0.001266879;no;0.742681542;0.0244841
24050;2014;5.960252525;0;0.011385607;0.02007389;0.37916115;0.001266831;no;0.62921932;0.024172604
25100;2007;8.871808676;0;0.005962641;0.024447897;0.458469941;0;no;1;0.029821895
25100;2008;4.562572818;0;0.005641141;0.024531495;0.487318969;0;no;0.994117624;0.029662458
25100;2009;0.528061336;0;0.005404141;0.023386646;0.497881929;0;no;0.978900977;0.026224247
25100;2010;0.532174776;0;0.006013881;0.023751349;0.529643583;0;no;0.995601945;0.027739254
25100;2011;2.935509051;0;0.00486715;0.023650685;0.508370495;0;no;0.897220041;0.028110321
25100;2012;3.605931179;0;0.004775615;0.022390498;0.467144896;0;no;0.726946767;0.028423701
25100;2013;1.707501956;0;0.004377134;0.02292161;0.492484721;0;no;0.917645964;0.027128206
25100;2014;0.617711821;0;0.004420063;0.022661457;0.549094951;0;no;0.849237959;0.029348178
26420;2007;11.74551289;82.64569977;0.007322486;0.022140844;0.354042304;0;no;1;0.028276685
26420;2008;10.37015567;63.50383987;0.007428753;0.020769349;0.359624519;0;no;1;0.02722691
26420;2009;6.093591543;60.50829497;0.007340799;0.021467471;0.330469016;0;no;1;0.027373915
26420;2010;4.374428038;28.48712893;0.004364427;0.02372187;0.338483004;0;no;1;0.027563947
26420;2011;7.796006572;84.98745192;0.002706888;0.022037204;0.339359499;0;no;0.513693913;0.026061891
26420;2012;7.92169579;69.86495592;0.002777747;0.022399051;0.318553669;0;no;0.734534365;0.025672981
26420;2013;4.632029436;96.72118607;0.002557729;0.021472462;0.269159806;0;no;0.644033524;0.023304553
26420;2014;1.930835858;0;0.0022118;0.018950467;0.31778556;0;no;0.883669103;0.024108362
26700;2007;18.36514647;173.1853059;0.000259749;0.019154166;0.385164323;0;no;1;0.018718409
26700;2008;14.3729462;114.6053342;0.000231329;0.017191453;0.381069339;0;no;1;0.015821865
26700;2009;11.02802878;91.78165891;0.000514641;0.019570517;0.417125568;0;no;1;0.016755282
26700;2010;7.828599365;103.7744567;0.000175723;0.014504102;0.404118135;0;no;1;0.018664287
26700;2011;8.358112962;0;5.15E-05;0.012042682;0.406496842;0;no;0.897774996;0.017845324
26700;2012;11.76931786;0;0;0.009705174;0.410694259;0;no;0.776548081;0.016212505
26700;2013;3.473971861;0;0;0.009835581;0.403842418;0;no;0.865631293;0.013081531
26700;2014;3.147763537;0;0;0.012253249;0.423966668;0;no;0.736313291;0.014317055
26710;2008;16.80450509;0;0.000262244;0.01588789;0.501656072;0;no;1;0.014373113
26710;2009;6.101371442;0;0.000668348;0.016795766;0.54452372;0;no;1;0.014754155
26710;2010;5.656243496;0;0.000184738;0.011932999;0.529974563;0;no;1;0.018162444
26710;2011;8.675325805;0;1.28E-06;0.008596946;0.533011475;0;no;0.900753726;0.017769337
26710;2012;13.2221948;0;0;0.007588974;0.531298958;0;no;0.782284343;0.016359112
26710;2013;13.86383357;140.1087423;0;0.006106734;0.52255466;0;no;0.868931227;0.010300161
26710;2014;3.833482128;144.1815223;0;0.009141768;0.549799035;0;no;0.787380622;0.012555967
26720;2007;6.760523857;0;0.002183101;0.015460256;0.140075511;0;no;1;0.017543553
26720;2008;3.339005676;0;0.001360704;0.016337115;0.139304746;0;no;1;0.017455734
26720;2009;1.115527842;0;5.60E-05;0.012802469;0.137647871;0;no;1;0.013807049
26720;2010;0.794402291;0;0.000115909;0.01589704;0.137458721;0;no;1;0.016234346
26720;2011;1.186795239;0;6.84E-06;0.016355291;0.12977494;0;no;0.813865828;0.015192138
26720;2012;1.25580378;0;0.000958669;0.016031735;0.129845425;0;no;0.840789388;0.013973777
26720;2014;0.682965936;0;0.000128889;0.019590785;0.17193424;0;no;0.956253124;0.019280751
27000;2007;7.37472868;0;0.004392768;0.02091738;0.361621376;0;no;1;0.023676165
27000;2008;5.116218879;0;0.002989158;0.024325264;0.383001798;0;no;0.980048692;0.024336353
27000;2009;4.696230134;43.41149319;0.004570809;0.0254504;0.359336596;0;no;0.97511375;0.023730991
27000;2010;1.957281906;0;0.001391215;0.022467608;0.354530439;0;no;0.919858931;0.023180158
27000;2011;3.343402344;96.49750903;0.000507731;0.021430852;0.349405698;0;no;0.692176227;0.021701565
27000;2012;5.646014128;88.10134545;0.000592736;0.02342625;0.386115396;0;no;0.74099745;0.022783754
27000;2013;2.136819372;0;0.000779637;0.022221656;0.381579438;0;no;0.734597171;0.022031431
27000;2014;2.021782278;0;0.00057897;0.023447102;0.372468824;0;no;0.854748734;0.022826026
35450;2007;15.70045904;79.73590269;0.004905145;0.01930755;0.342438723;0;no;1;0.027092733
